Sr. No.,Name of Insurance Co.,State,City,Provider Name,Category,Address,Pin Code,Tel Area,Tel No.,Fax No.,Not Servicing to,Provider
1935,PSU-United India Insurance Company,Maharashtr,Amaravati,HI-TECH MULTISPECIALITY HOSPITAL &,,Hospital,"49 B, Dastur Road,,Rajapeth,,",444606,721,2676416/ 2563034,2566874,,45417
,,a,,RESEARCH CENTER,,,,,,,,,
1936 PSU-United India Insurance Company,,Maharashtr,Amaravati,NAVJIVAN HOSPITAL (AMRAVATI),,Hospital,"Girls High School,,Camp,,Amaravati",444602,721,2662822 / 2662922,2660253,,335
,,a,,,,,,,,,,,
1937,PSU-United India Insurance Company,Maharashtr,Amaravati,TOTEY EYE HOSPITAL & POLYCLINIC,,Hospital,"R.No163 Amc,,V.M.V Road,Rathi Nagar",444603,721,2661625,,,77942
,,a,,,,,,,,,,,
1938,PSU-United India Insurance Company,Maharashtr,Aurangaba,BHARTIYA,MATERNITY & NURSING,Nursing,"3-12-65, Rajabazar,,Jinsi Road , Nawabpura",431001,240,2336720 / 2337919,2330626,,142
,,a,d,HOME ( AURANGABAD ),,Home,"Square,Aurangabad",,,,,,
1939,PSU-United India Insurance Company,Maharashtr,Aurangaba,BHARTIYA MATERNITY & NURSING,,Nursing,"Manjeet Nagar,,Opp. Akashwani Chowk,,Aurangabad",431001,240,2325936 / 2241301,2330626,,27802
,,a,d,HOME,,Home,,,,,,,
1940,PSU-United India Insurance Company,Maharashtr,Aurangaba,CHHABDA HOSPITAL,,Hospital,"Shanti, Opp. Sant Eknath Rang Mandir,,New",431005,240,2352624 / 2369845,2352624,,58240
,,a,d,,,,"Usmanpura,Aurangabad",,,,,,
1941,PSU-United India Insurance Company,Maharashtr,Aurangaba,CIIGMA INSTITUTE OF MEDICAL,,Hospital,"3, Raghuveer Nagar,,Opp. St. Francis High",431001,240,2367000 / 2348810/20/,0240-2367010,,35592
,,a,d,SCIENCES (P) LTD.,,,"School,,Jalna Road",,,2368368 / 2368370,,,
1942,PSU-United India Insurance Company,Maharashtr,Aurangaba,CITICARE SUPER SPECIALITY,,Hospital,"5--5-70, Opp Kailashmangal Karyalay,New",431005,240,2339787/ 2342488/2346123,0,,73811
,,a,d,HOSPITAL,,,"Osmanpura,,Near Kranti Chowk",,,,,,
1943,PSU-United India Insurance Company,Maharashtr,Aurangaba,COLONY NURSING HOME,,Nursing,"Colony Nursing Home,,Aurangabad",431003,240,2482779,NA,,2764
,,a,d,,,Home,,,,,,,
1944,PSU-United India Insurance Company,Maharashtr,Aurangaba,DR. RAVINDRA KODLIKERI MEMORIAL,,Hospital,"Kodlikeri Hospital, 8,Manjeet Nagar,Opp Akashwani",431005,240,2335751/2330387/2368368,2359279,,2490
,,a,d,HOSPITAL-TRUST,,,"Jalna Road,Aurangabad",,,,,,
1945,PSU-United India Insurance Company,Maharashtr,Aurangaba,HAZARI NURSING HOME,,Nursing,"Osmanpur,,Samarthnagar,,",431001,240,2333500 /322106/ 335 324,2322160,,239
,,a,d,,,Home,,,,,,,
1946,PSU-United India Insurance Company,Maharashtr,Aurangaba,JOSHI HOSPITAL (AURANGABAD),,Hospital,"Opp. Shri Varad Ganesh Mandir,,Nr. Central Bus",431001,240,2346557 / 2346397,2342256,,4195
,,a,d,,,,"Stand, Samarth Nagar,,Aurangabad",,,,,,
1947,PSU-United India Insurance Company,Maharashtr,Aurangaba,KABRA HOSPITAL,,Hospital,"55, Mahesh Nagar,,New Gulmandi Road,Opp Sfs",431001,240,351390,2351782,,34031
,,a,d,,,,"Highschool,Jalna Road,Near Akashwant Signal",,,,,,
1948,PSU-United India Insurance Company,Maharashtr,Aurangaba,KAMAL NAYAN BAJAJ,,Hospital,"Gut No. 43, Satrara Parisar,,Bajaj Marg,,Beed Bypass",431005,240,2377999,2377770,,1611
,,a,d,HOSPITAL(MARATHWADA MEDICAL,,,"Road,",,,,,,
,,,,RESEARCH & REAEARCH INSTITUTE,,,,,,,,,
1949,PSU-United India Insurance Company,Maharashtr,Aurangaba,KRISHNA HOSPITAL & I.C.U,,Hospital,"Plot No-38, Rokdiya Hanuman Colony Jalna",431001,240,2347774 / 76/79,2347779,"DENA BANK,",80144
,,a,d,,,,"Road,Aurangabad,",,,,,,
1950,PSU-United India Insurance Company,Maharashtr,Aurangaba,MGM HOSPITAL (AURANGABAD),,Hospital,"Mahatma Gandhi Mission , Medical Centre &Research",431003,240,6601100/ 6601150 (extn 157),2487727/ 2483404,,308
,,a,d,,,,"Institute,N - 6, Cidco,Near Sevel Hills",,,,,,
,,,,,,,"Flyover,Aurangabad",,,,,,
1951,PSU-United India Insurance Company,Maharashtr,Aurangaba,PALNITKAR HOSPITAL,,Hospital,"Shriphal, Bhagyanagar,Near Baba Petrol",431001,240,2332745,2325386,,34885
,,a,d,,,,"Pump,Aurangabad",,,,,,
1952,PSU-United India Insurance Company,Maharashtr,Aurangaba,PRABHASHREE NURSING HOME,,Nursing,"Rokadiya Hanuman Colony,,Near Central Telegraph",431001,240,2339203/2339206,2330380/2339204,,2538
,,a,d,,,Home,"Office,Aurangabad",,,,,,
1953,PSU-United India Insurance Company,Maharashtr,Aurangaba,SACHIN HOSPITAL,,Hospital,"Opp.Anjali Cinema,,Khadkeshwar,Aurangabad",431001,240,2334948 / 2331707,2364118/2357212,,2519
,,a,d,,,,,,,,,,
1954,PSU-United India Insurance Company,Maharashtr,Aurangaba,SANJEEVANI CHILDRENS HOSPITAL,,Hospital,"14- Kushalnagar, Near Patidar Bhavan,,Jalna Road,",431001,240,2363457 / 2363458,2355732,,13357
,,a,d,,,,"Behind J & K Bank,,",,,,,,
1955,PSU-United India Insurance Company,Maharashtr,Aurangaba,SANT DNYANESHWAR HOSPITAL &,,Hospital,"Opp. Aakashwani, Jatra Road,Aurangabad,",431005,240,6991423,0,"DENA BANK,",10275
,,a,d,RESEARCH CENTER,,,,,,,,,
1956,PSU-United India Insurance Company,Maharashtr,Aurangaba,SETH NANDLAL DHOOT,,Hospital,"A-1, Midc , Chikalthana,Jalna Road,On Main Road",431210,240,2489001 to 10,2485331,"CBCL,",2019
,,a,d,HOSPITAL(MARATHWADA,,,"Near To Airport,,Aurangabad",,,,,,
,,,,MEDICALRESEARCH&RURAL DEVELOP,,,,,,,,,
,,,,INST.),,,,,,,,,
1957,PSU-United India Insurance Company,Maharashtr,Aurangaba,SUMANANJALI NURSING HOME,,Nursing,"Plot # 3, N - 2, Cidco Corner,,Near Hotel President",431210,240,2486900 / 2485900,2487272,,465
,,a,d,,,Home,Park,"Jalna Road,Jalna Road",,,,,
1958,PSU-United India Insurance Company,Maharashtr,Aurangaba,SUSHILA HOSPITAL (AURANGABAD),,Hospital,"8, Bansilal Nagar,,Behind Vishal Mega Mart,,Station",431005,240,2321638/6512287,2321638,,26409
,,a,d,,,,"Road,",,,,,,
1959,PSU-United India Insurance Company,Maharashtr,Aurangaba,TIRUPATI HOSPITAL,(AURANGABAD),Hospital,"X-278,Waluj Midc,,Bajaj Nagar,Aurangabad",431136,240,"2244770,2555886",2555520,,31354
,,a,d,,,,,,,,,,
1960,PSU-United India Insurance Company,Maharashtr,Aurangaba,VASAN EYE CARE,,Hospital,"Jalna Road,Opp Akashwani,,",431001,240,3989000,3018599,,90588
,,a,d,HOSPITAL(AURANGABAD),,,,,,,,,
1961,PSU-United India Insurance Company,Maharashtr,Aurangaba,WADGAONKAR EYE HOSPITAL,,Hospital,"126, Varad Ganesh Mandir Road,,,Samarth Nagar",431001,240,3292411,6600986,,70417
,,a,d,(AURANGABAD),,,,,,,,,
1962,PSU-United India Insurance Company,Maharashtr,Baramati,BHANDARE HOSPITAL(BARAMATI),,Hospital,"Opp S T Stand,,Baramati",413102,2112,224888,224888,,73075
,,a,,,,,,,,,,,
1963,PSU-United India Insurance Company,Maharashtr,Baramati,BOBADE ACCIDENT HOSPITAL,,Hospital,"Bobade Accident Hospital. Near Market Yard,,Indapur",413102,2112,222081 / 227985,222678,,1597
,,a,,,,,"Road,,Baramati",,,,,,
1964,PSU-United India Insurance Company,Maharashtr,Baramati,DHULABAPU KOKARE MEMORIAL,,Hospital,"Malavarachi Devi Bahyarasta,Ring Road",413102,2112,227090,227090,,58794
,,a,,HOSPITAL,,,"Ashoknagar,Nr S T Stand",,,,,,
1965,PSU-United India Insurance Company,Maharashtr,Baramati,GIRIRAJ HOSPITAL,,Hospital,"Baramati - Indapur Road,Near Baramati St",413102,2112,222739,221988,,2940
,,a,,,,,"Stand,Baramati",,,,,,
1966,PSU-United India Insurance Company,Maharashtr,Baramati,KRISHNA-DRISHTI SPECIALITY EYE,,Nursing,"666/5 , Ring Road,Behind S T Stand,Baramati",413102,2112,221401,221560 / 221697 /,,28644
,,a,,HOSPITAL,,Home,,,,,228460,,
1967,PSU-United India Insurance Company,Maharashtr,Baramati,NAIGAONKAR HOSPITAL,,Hospital,"Dr. V. S. Naigaonkar, Opp Cosmos Bank,Bhigwan",413102,2112,222367,220666,,2493
,,a,,,,,"Chowk,,Baramati,Baramati",,,,,,
1968,PSU-United India Insurance Company,Maharashtr,Baramati,SHREE HOSPITAL & MATERNITY HOME,,Hospital,"Jalochi Surya Nagari, Opp. Hotel City Inn ,,Near",413133,2112,209700,209700,,6577
,,a,,(BARAMATI),,,"Suman Residency,,Baramati",,,,,,
1969 PSU-United India Insurance Company,,Maharashtr,Beed,JADHAV HOSPITAL AND MATERNITY,,Hospital,"A/Post Kada Taluka Ashti,,,Kada",414202,2441,239154,239154,,13476
,,a,,HOME (BEED),,,,,,,,,
1970,PSU-United India Insurance Company,Maharashtr,Bhandara,LAKSH HOSPITAL.,,Hospital,"Opposite Sai Mandir Takiya Ward,Z. P.",441904,7184,258841,258841,,2859
,,a,,,,,"Road,Bhandara",,,,,,
1971,PSU-United India Insurance Company,Maharashtr,Buldhana,AKSHAY HOSPITAL (KHAMGAON),,Hospital,"Zunzunwal Plots,Civil Lines,Nandura Road,Khamgaon",444303,7263,252152,254337,,39366
,,a,,,,,,,,,,,
1972,PSU-United India Insurance Company,Maharashtr,Chalisgaon,OM NETRALAYA & DENTAL HOSPITAL,,Hospital,"Plot No. 11, Aashish ""Sane Guruji Nagar"",,Hirapur",424101,2589,222028 / 226753,0,,69361
,,a,,,,,Road,,,,,,
1973,PSU-United India Insurance Company,Maharashtr,Chandrapur,KATYAYANI RUGNALAY,,Nursing,"Mahatma Gandhi Road,,Chandrapur",442402,7172,52197 /50737 /55344 /52711,272527,,275
,,a,,,,Home,,,,,,,
1974,PSU-United India Insurance Company,Maharashtr,Chandrapur,SHUSHRUSHA HOSPITAL (,,Hospital,"Opp Z P Chandrapur Chd77/Ce 17/21,,Chandrapur",442401,7172,250131,257662 / 263773,,2540
,,a,,CHANDRAPUR ),,,"N.P,Chandrapur",,,,,,
1975,PSU-United India Insurance Company,Maharashtr,Chandrapur-,MANWATKAR MULTISPECIALITY,,Hospital,"Near Medicine Complex,,Ekori Ward,,Chandrapur",442402,7172,272298/274529/272235,272235,,81047
,,a,,HOSPITAL,,,,,,,,,
1976,PSU-United India Insurance Company,Maharashtr,Chiplun,NIKAM HOSPITAL,,Hospital,"Sawarde ,,Opp Zamira Complex,,Ratnagiri",415606,2355,264007,264215,,6217
,,a,,,,,,,,,,,
1977,PSU-United India Insurance Company,Maharashtr,Dhule,SUYASH ACCIDENT HOSPITAL ( DHULE,,Hospital,"Ramwadi Malegaon Road,,Near Yellama",424001,2562,234550/ 234596,282035/ 234596,,2610
,,a,,),,,"Mandir,,Dhule",,,,,,
1978,PSU-United India Insurance Company,Maharashtr,Gondia,CENTRAL HOSPITAL AND CRITICAL,,Hospital,"Sukhdev Ward,,,Gadda Toli",441614,7182,252500/252700/252704,252700,,72402
,,a,,CARE CENTER - GONDIA,,,,,,,,,
1979,PSU-United India Insurance Company,Maharashtr,Jalgaon,ASHA MATERNITY CHILDERN'S,,Hospital,"Ganesh Road,,Near S.T.Stand,,Chalisgoan",424101,2589,222591,227278,,2783
,,a,,HOSPITAL AND SONOGRAPHY CENTRE,,,,,,,,,
1980,PSU-United India Insurance Company,Maharashtr,Jalgaon,JALGAON CRITICAL CARE & TRAUMA,,Hospital,"Onkar Nagar,Opp.Parekh Park,Near Telephone",425001,257,2234503/2232440,250 926 / 2240266,,1356
,,a,,CENTRE,,,"Office,Jilla Peth,Jalgaon",,,,,,
1981,PSU-United India Insurance Company,Maharashtr,Jalgaon,KHADKE HOSPITAL AND HEALTHCARE,,Hospital,"M.J.College Road,Near Bhaskar Market,Jalgaon",425001,257,2238284 / 2234443 / 2234474,2234443 / 2234474,,2549
,,a,,PVT. LTD.,,,,,,,,,
1982,PSU-United India Insurance Company,Maharashtr,Jalgaon,MEERA HOSPITAL (JALGAON),,Hospital,"5, Vidya Nagar,Akashwani Chowk,Jalgaon",425001,257,236025,2236744,,1358
,,a,,,,,,,,,,,
1983,PSU-United India Insurance Company,Maharashtr,Jalgaon,SAHYOG CRITICAL CARE CENTRE (,,Hospital,"Bhagwant Bhuvan,69,Housing Society,,Shahu Nagar,",425001,257,2217785/ 2236201/ 2233147,2233147,,1359
,,a,,JALGAON ),,,"Near Rose Garden,Jalgaon",,,,,,
1984,PSU-United India Insurance Company,Maharashtr,Jalgaon,SIDDHIVINAYAK HOSPITAL(JALGAON),,Hospital,"Ishadevi Square,,Near National Highway No.6,Jalgaon",425001,257,2241110 /2235991,2235992,,2905
,,a,,,,,,,,,,,
1985,PSU-United India Insurance Company,Maharashtr,Jalgaon,SUYASH HOSPITAL (JALGAON),,Hospital,"Nishigandha Chambers,,Bhaskar Market,,M.J. College",425001,257,2236333,2238284,,70920
,,a,,,,,"Road,",,,,,,
1986,PSU-United India Insurance Company,Maharashtr,Jalgaon,VISHWANATH HOSPITAL ( JALGAON ),,Hospital,"Kanayalal Plot, Jamner Road,,Back To Ashtabhuja",425001,2582,229002,2235758,,2565
,,a,,,,,"Devi Mandir,Bhusawal",,,,,,
1987,PSU-United India Insurance Company,Maharashtr,Jalgaon,VISHWAPRABHA HOSPITAL,,Hospital,"Near Akashwani Chowk,,N H - 6,,Jalgaon",425001,257,2235700 / 2235758,2235758,,61884
,,a,,,,,,,,,,,
1988,PSU-United India Insurance Company,Maharashtr,Jalna,DEEPAK HOSPITAL (JALNA),,Hospital,"Rakh Hospital Pvt. Ltd. Undertaking,,Town Hall",431203,2482,231674 / 240486,240586,,4448
,,a,,,,,"Road,,Jalna",,,,,,
1989,PSU-United India Insurance Company,Maharashtr,Jalna,GOYAL HOSPITAL ( JALNA ),,Hospital,"Murgi Talab,Devalgaon Road,Jalna",431203,2482,232929,232929,,2487
,,a,,,,,,,,,,,
1990,PSU-United India Insurance Company,Maharashtr,Jalna,GURU GANESH MUTHA HOSPITAL,,Hospital,"Sarojnedevi Road,,Near D.C.Petrol Pump,Jalna",431203,2482,"239990,242006,231572",239990,,2528
,,a,,PVT.LTD,,,,,,,,,
1991,PSU-United India Insurance Company,Maharashtr,Jalna,KARWA HOSPITAL,,Hospital,"Near Shiwai Statue, Opp. Telephone Exchange,,Post",431203,2482,230004/234004,234004,,2624
,,a,,,,,"Office Road, Jalana,Jalana",,,,,,
1992,PSU-United India Insurance Company,Maharashtr,Jaysingpur,PATIL INSTITUTE OF ORTHOPAEDIC,,Hospital,"On Kolhapur Sangali Highway,Near S T",416101,2322,228673/228674,228672,,70994
,,a,,SCIENCES &MULTISPECIALITY,,,"Stand,Jaysinghpur",,,,,,
,,,,HOSPITAL,,,,,,,,,
1993,PSU-United India Insurance Company,Maharashtr,Karad,CITY MEDICAL CENTRE (KARAD),,Hospital,"501/502,,Shaniwar Peth,,Karad",415110,2164,225959 / 229595,224141,,38753
,,a,,,,,,,,,,,
1994,PSU-United India Insurance Company,Maharashtr,Karad,SAHYADRI KARAD HOSPITAL PRIVATE,,Hospital,"Dadasaheb Chavan Nager,,A/P Varunji Phata,",415110,2164,"227227,661800",,,60730
,,a,,LIMITED,,,,,,,,,
1995,PSU-United India Insurance Company,Maharashtr,Kolhapur,AADHAR ACCIDENT & FRACTURE,,Hospital,"9/25 Sangli Road,,Ichclkaranji, Kolhapur,Kolhapur",416115,230,2433113 / 2435019 / 2421612,2435298,,2524
,,a,,HOSPITAL,,,,,,,,,
1996,PSU-United India Insurance Company,Maharashtr,Kolhapur,ASTER AADHAR HOSPITAL (PRERANA,,Hospital,"R.S. No. 628,,Near K.M.T. Work Shop,Shastri Nagar,",416012,231,6622555,2690115/2693770,,8549
,,a,,HOSPITAL LTD.),,,,,,,,,
1997,PSU-United India Insurance Company,Maharashtr,Kolhapur,"DHANVANTARI FRACTURE, ORTH. &",,Nursing,"1717, B, Rajarampuri,,7th Lane,,Kolhapur",416008,231,2521956 / 2529 097,2529097,,186
,,a,,ARTHROSCOPY CENTRE,,Home,,,,,,,
1998,PSU-United India Insurance Company,Maharashtr,Kolhapur,JANKI,NURSING HOME(KOLHAPUR),Nursing,"2018, Rajarampuri, 3rd Lane,,Bus Rout,,B/H Janata",416008,231,2520888,0,,71559
,,a,,,,Home,"Bazaar,",,,,,,
1999,PSU-United India Insurance Company,Maharashtr,Kolhapur,JOSHI HOSPITAL & DIALYSIS UNIT (,,Hospital,"23 Datta Colony Opp,Rajesh Motors,Kolhapur",416003,231,2650268/ 2650228/ 2652489,2536924,,2851
,,a,,KOLHAPUR ),,,,,,,,,
2000,PSU-United India Insurance Company,Maharashtr,Kolhapur,KOLHAPUR INSTITUTE OF ORTHO,,Hospital,"204 K / 30 B, New Shahpuri,,Behind Hotel",416003,231,2650708 / 2653990,2650708/ 2653990,,190
,,a,,PAEDICS & TRAUMA,,,"Tourist,,Kolhapur",,,,,,
2001,PSU-United India Insurance Company,Maharashtr,Kolhapur,KOTKAR HOSPITAL (KOLHAPUR),,Hospital,"Behind Private Highschool,,B - Ward, Mangalwar",416012,231,2640151,2567722,,41408
,,a,,,,,"Peth,,Kolhapur",,,,,,
2002,PSU-United India Insurance Company,Maharashtr,Kolhapur,LOKMANYA HOSPITAL,,Hospital,"328, E Royal Plaza,,Dabholkar Corner,New Shahupuri",416001,231,2656888/ 2657888,2656888,,80511
,,a,,,,,,,,,,,
2003 PSU-United India Insurance Company,,Maharashtr,Kolhapur,LOTUS HOSPITAL & RESEARCH,,Hospital,"146 'A' Ward Dudhli,Near Rankala Ves S. T.",416012,231,2680225/ 2544225,2522285/020258874,,2884
,,a,,CENTRE,,,"Stand,Kolhapur",,,,28,,
2004,PSU-United India Insurance Company,Maharashtr,Kolhapur,SHRI SAI CARDIAC CENTRE ( A UNIT OF,,Hospital,"2021/B,,'E' Ward, 6th Lane,Rajarampuri",416008,231,2522893/92/94/95,2522893,,53533
,,a,,MAHALAXMI HRUDAYALAYA PVT. LTD.),,,,,,,,,
2005,PSU-United India Insurance Company,Maharashtr,Kolhapur,SIDDHIVINAYAK NURSING HOME (,,Nursing,"1195-E, Opp, Mahagaonkar Complex,,Near Kamala",416008,231,2526667,0,,74543
,,a,,KOLHAPUR ),,Home,"College,,Main Raod",,,,,,
2006,PSU-United India Insurance Company,Maharashtr,Kolhapur,VASAN EYE CARE,,Hospital,"Ashoka Archade,517/A/1, E Ward,,Plot No.4,Station",416002,231,3989000,2522614,,8263
,,a,,HOSPITAL(KOLHAPUR),,,"Road,Tararani Chowk,,",,,,,,
2007,PSU-United India Insurance Company,Maharashtr,Kolhapur,WARANA INSTITUTE OF URO-SURGERY,,Hospital,"1099 / 1, Opp. B T College,,Near K D C C",416001,231,2521214,2521214,,74012
,,a,,,,,"Bank,,Shahupuri",,,,,,
2008,PSU-United India Insurance Company,Maharashtr,Latur,DR. S.B.GUGALE MEMORIAL HOSPITAL,,Hospital,"Opp. L.D.C.C.Bank, Main Road,,Latur,Latur",413512,2382,248729 / 255108,254108,,2514
,,a,,,,,,,,,,,
2009,PSU-United India Insurance Company,Maharashtr,Latur,SHRI VENKATESH EYE INSTITUTE,,Hospital,"84, Shamnagar,,,Ambajogai Road,",413531,2382,228204/228205`,228205,,77813
,,a,,,,,,,,,,,
2010,PSU-United India Insurance Company,Maharashtr,Lonavala,AKSHAY MEDICAL FOUNDATION,,Hospital,"G-204,Main Road,Behind Neelkamal Theatre,Lonavala",410401,2114,273007 / 278535,271915,,2568
,,a,,LONAVALA,,,,,,,,,
2011,PSU-United India Insurance Company,Maharashtr,Lonavala,SHRADDHA,HOSPITAL,Hospital,"260, B/10,,Bhangarwadi Road,,Dist.Pune",410401,2114,273659 / 278736,,,27981
,,a,,,,,,,,,,,
2012,PSU-United India Insurance Company,Maharashtr,Mahad,DR.NANDGAONKAR HOSPITAL (,,Hospital,"C. Shivaji Chowk,,,Raigad,",402301,2145,226677/224840,226677,,75994
,,a,,MAHAD),,,,,,,,,
2013,PSU-United India Insurance Company,Maharashtr,Mumbai,AASHISH NURSING HOME,,Hospital,"B/106 Shroff Apartments,Sodawala Lane Opp Uti",400092,22,28904405,28904405,,2871
,,a,,,,,"Bank,Borivali(W)",,,,,,
2014,PSU-United India Insurance Company,Maharashtr,Mumbai,AASTHA HEALTH CARE,,Hospital,"Mulund Colony, Off. L B S Road,Opp. Chheda Petrol",400082,22,25628262/3,25628262,,4264
,,a,,,,,"Pump,,Mulund(W)",,,,,,
2015,PSU-United India Insurance Company,Maharashtr,Mumbai,ABHISHEK NURSING HOME,,Nursing,"Jagruti Chs, Bhatwadi,Near Shivsena",400084,22,25106518 / 77 / 78,25106577,,1599
,,a,,,,Home,"Office,Ghatkopar(W)",,,,,,
2016,PSU-United India Insurance Company,Maharashtr,Mumbai,ADARSH GENERAL & MATERNITY,,Hospital,"B, Shrenik Nagar , Chs Ltd.,Amrut",400086,22,25007481/ 25007853 /,25007853 /,,760
,,a,,NURSING HOME,,,"Nagar,,Ghatkopar(W)",,,25005304/ 7481,25007481,,
2017,PSU-United India Insurance Company,Maharashtr,Mumbai,AGGARWAL EYE HOSPITAL (ANDHERI ),,Hospital,"102/5,Ketayun Mainsion,Sahaji Raje",400057,22,66960220/66960221/2682589,66960220 / 21,,2659
,,a,,,,,"Marg,,Koldongri,,Andheri (E)",,,3,,,
2018,PSU-United India Insurance Company,Maharashtr,Mumbai,AGRAWAL EYE HOSPITAL(MALAD),,Hospital,"Maharaja Apartments,,Opp Malad Telephone",400064,22,28820900/28801730,28801730/28884488,,2808
,,a,,,,,"Exchange,S. V. Road,Malad(W)",,,,,,
2019,PSU-United India Insurance Company,Maharashtr,Mumbai,AMEYA SURGICAL AND GENERAL,,Nursing,"F/ 2-3, Ajit Nagar,,J B Nagar, Opp. Jain",400059,22,28390052 / 28320915,28320915,,3998
,,a,,NURSING HOME,,Home,"Temple,,Andheri(E)",,,,,,
2020,PSU-United India Insurance Company,Maharashtr,Mumbai,AMRUTA SURGICAL AND MATERNITY,,Nursing,"C Wing / Bhaveshwar Palza,,Lbs Road,Opp.Shreyas",400086,22,25007200,25007200,,2586
,,a,,HOME,,Home,"Cinema,,Ghatkopar(W)",,,,,,
2021,PSU-United India Insurance Company,Maharashtr,Mumbai,ANAND MATERNITY & NURSING HOME,,Hospital,"Sarigram Complex,,New Link Road, Near Dahisar",400069,22,28482776 / 28482142 /,28482776,,3692
,,a,,,,,"Railway Subway,,Dahisar(E)",,,28482207,,,
2022,PSU-United India Insurance Company,Maharashtr,Mumbai,"ANKIT FRACTURE, MATERNITY &",,Hospital,"B - 4, Girirath,,Carter Road No. 3,",Nr. Saibaba,400066,22,28060082 / 28612770 /,28063093 /,3108
,,a,,SURGICAL HOSPITAL,,,"Temple,Borivali(E)",,,,28612770,,
2023,PSU-United India Insurance Company,Maharashtr,Mumbai,APEX HOSPITALS (BORIVALI),,Hospital,"Vaishali Heights, A-Wing,Chandavarkar Road,Near",400092,22,42457000,42457018/11,,56467
,,a,,,,,"Standard Charted Bank,,Borivali(W)",,,,,,
2024,PSU-United India Insurance Company,Maharashtr,Mumbai,ARIHANT EYE CARE CENTRE,,Hospital,"B-104,Gomti Apartments,Above Mandapeshwar",400092,22,28957699 / 28951118,28957699,,2657
,,a,,,,,"Hospital,,Near Sudhir Phadke Flyover,Svp",,,,,,
,,,,,,,"Road,,Borivali(W)",,,,,,
2025,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHA POLYCLINIC AND SHEETAL,,Nursing,"60 Feet Road,Opp.Uti Bank,Ghatkopar(E)",400077,22,25127575 / 25147182 /,25123556,,1556
,,a,,NURSING HOME,,Home,,,,25142493,,,
2026,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHIRWAD HEART HOSPITAL (,,Hospital,"Vivek Building,Tilak Road,,Ghatkopar",400077,22,21025911/12/13,21021259 /,,92
,,a,,GHATKOPAR ),,,,,,,25160259,,
2027,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHIRWAD HOSPITAL & POLYCLINIC,,Hospital,"101-103,1st Fl., Ashirwad Hospital,,Anurag Business",400071,22,"25211951,25208492,6798859",25211951,,2544
,,a,,,,,"Hospital,Waman Tukaram Patil Marg, Near Amar",,,0,,,
,,,,,,,"Theatre,Chembur",,,,,,
2028,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHIRWAD MATERNITY & NURSING,,Hospital,"Building No. E-5, Highland Park,,Mulund Colony, Guru",400082,22,25912129 / 25908476,25927365,,28764
,,a,,HOME,,,"Gobind Singh Road,Mulund(W)",,,,,,
2029,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHIRWAD NURSING HOME,,Nursing,"Rizvi Niketan,,Gopi Tank Road,,Mahim",400016,22,24474757 / 58 / 74,24474774,,25361
,,a,,,,Home,,,,,,,
2030,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHTAVINAYAK,MATERNITY GYNAEC &,Hospital,"Ramgiri Heights, 1st Floor, 103/104,M T N L Marg,",400028,22,24381286 / 24384717,24366198,,27159
,,a,,EYE CARE CLINIC,,,"College Street,,Dadar(W)",,,,,,
2031,PSU-United India Insurance Company,Maharashtr,Mumbai,ASHWINI HOSPITAL & ICCU ( MULUND ),,Hospital,"1st Flr., Lalan Bldg.,,P. K. Rd.,,Mulund",400080,22,25611177 / 25603386,25681960,,122
,,a,,,,,,,,,,,
2032,PSU-United India Insurance Company,Maharashtr,Mumbai,ASIAN EYE INSTITUDE AND LASER,,Hospital,"First Floor,","Irani Mansion,,Dr. Ambedkar Road, Opp",400014,22,24180124 / 25,24180124 / 25,12203
,,a,,CENTER,,,"Asiad Bus Depot, Next To Dadar Post Office,,Dadar",,,,,,
,,,,,,,(East),,,,,,
2033,PSU-United India Insurance Company,Maharashtr,Mumbai,ASIAN EYE INSTITUTE & LASER,,Hospital,"201, Sathanarayan Apartment,,Opp. G. H. High",400066,22,28920810,28940598,,3294
,,a,,CENTRE,,,"School, Off M.G. Road,,Borivali(E)",,,,,,
2034,PSU-United India Insurance Company,Maharashtr,Mumbai,ASIAN HEART INSTITUTE AND,,Hospital,"G/N, Block , Opp Icici Tower,Bandra Kurla",400051,22,66986502/ 66986666,66986655,,1785
,,a,,RESERACH CENTER,,,"Complex,Bandra(E)",,,,,,
2035,PSU-United India Insurance Company,Maharashtr,Mumbai,ATHARVA HOSPITAL & RESEARCH,,Hospital,"101 1st Floor, Awing Sion, Sion Kamgar",400022,22,65616640,0,,8840
